OrgId,econId,OrgName_x,FisYear,Id_A4,OrgName_y,BusTRBCId,Emission Reduction Processes/Policy Emissions Reduction,Emission Reduction Objectives/Targets Emissions Reduction,derivedEmissions,CO2 Equivalents Emission Total,CO2 Equivalents Emission Direct,CO2 Equivalents Emission Indirect,emissionIntensity,Energy Use Total,ESG SCORE,ESG Combined Score,ESG Controversies Score,Resource Use Score,Emissions Score,Environmental Innovation Score,Workforce Score,Human Rights Score,Community Score,Product Responsibility Score,Management Score,Shareholders Score,CSR Strategy Score,totalRevenue,totalAssets,employees,grossProfit,operatingIncome,earningsBeforeTax,propertyPlantEquipmentTotal,totalDebt,totalLiabilities,commonStock,netIncome,ebitda,enterpriseValue,totalAssets/commonEquity,ebit/interest,grossMargin,cf/sales,operatingMargin,roa,cogs/sales,sales/employee,totalAssets/employee,capex/totalAssets,capex/totalSales,capex,ISOCountryCodeDerived,Region,GDP PPP,econIdDesc_Basic Materials,econIdDesc_Consumer Cyclicals,econIdDesc_Consumer Non-Cyclicals,econIdDesc_Energy,econIdDesc_Financials,econIdDesc_Healthcare,econIdDesc_Industrials,econIdDesc_Real Estate,econIdDesc_Technology,econIdDesc_Utilities,IncomeGroup_High income,IncomeGroup_Upper middle income
11607.0,52.0,Vinci SA,2009,@VINCI1,Vinci SA,5220.0,1.0,1.0,2154500.0,2154500.0,1959500.0,195000.0,46.3592438064547,19749035.0,0.698385407650467,0.698385407650467,0.961538461538462,0.767241379310345,0.858333333333333,0.936363636363636,0.871621621621622,0.903846153846154,0.195945945945946,0.817460317460317,0.241573033707865,0.859550561797753,0.835365853658537,46474.0108573561,75075.3515359835,161746.0,16160.7274936019,4125.15619669418,3497.62046123289,15422.5175342046,29344.8481105805,59921.0006530495,1864.71033964129,2285.07194569065,6717.48155062118,33940.82326717,5.3313,4.07554,34.77369,10.85811,8.87626,4.13348,59.6483,200682.55166,323293.92999,3.76546,5.99145,2784.46611527517,FRA,Europe & Central Asia,34703.5984181257,0,0,0,0,0,0,1,0,0,0,1,0
11190.0,51.0,L'Air Liqud Soct Ae pr l'Edeetl'EndsPsGe,2009,@AIRLI2,L'Air Liqud Soct Ae pr l'Edeetl'EndsPsGe,5110.0,1.0,1.0,15683000.0,15683000.0,9386000.0,6297000.0,914.632727619175,259481400.0,0.626110778526608,0.626110778526608,1.0,0.520618556701031,0.954545454545455,0.732142857142857,0.85377358490566,0.0,0.213592233009709,0.842391304347826,0.915730337078652,0.769662921348315,0.567073170731707,17146.7732636502,29530.6891748353,43000.0,2825.70049625004,2513.43596532578,2411.78176222801,31248.3588573197,9099.19657672169,17792.9217405238,2080.90448989147,1761.05168746836,3989.56953425251,26926.97569673,2.67356,7.26389,16.47949,19.09052,14.65836,6.94785,74.9117,278513.95349,471523.25581,6.96732,11.7818,2020.19831790069,FRA,Europe & Central Asia,34703.5984181257,1,0,0,0,0,0,0,0,0,0,1,0
157807.0,53.0,Industria de Diseno Textil SA,2009,@INDIT2,Industria de Diseno Textil SA,5340.0,1.0,1.0,316668.0,316668.0,25182.0,291486.0,21.8763909946473,3114000.0,0.792298712657985,0.792298712657985,1.0,0.827272727272727,0.952830188679245,0.8125,0.994117647058824,0.914634146341463,0.482142857142857,0.824074074074074,0.880434782608696,0.641304347826087,0.3875,14475.3309664963,10816.7538511995,89112.0,3622.47001806959,2237.35759256537,2207.31494096054,7956.54013816613,343.945868028057,3929.29619336289,130.051758185618,1743.45996095745,3041.75901282106,17431.760272,1.60398,170.32746,25.02513,17.77723,15.45635,17.3366,69.41782,116785.16923,84989.06993,12.2189,8.18657,1185.03301151525,ESP,Europe & Central Asia,32116.0044695561,0,1,0,0,0,0,0,0,0,0,1,0
114345575.0,53.0,Stellantis NV,2009,@FIATS5,Stellantis NV,5310.0,1.0,1.0,2629000.0,2629000.0,560000.0,2069000.0,36.6495403401061,31117704.0,0.821224377806207,0.821224377806207,0.854166666666667,0.966666666666667,0.785714285714286,0.89344262295082,0.979452054794521,0.785714285714286,0.951388888888889,0.754098360655738,0.802631578947368,0.355263157894737,0.513888888888889,71733.5054028779,96263.6668349067,190014.0,8819.57593073586,1199.80594642153,-525.452007561698,55501.7631420415,40843.5134052113,76655.8596317529,9130.26553738678,-1199.80594642153,5350.44728135712,28894.06240425,6.27658,0.59803,12.29492,4.26729,1.67259,0.12093,81.91889,263675.30814,340264.40157,5.70168,6.75821,4847.90326322591,NLD,Europe & Central Asia,44589.7191507572,0,1,0,0,0,0,0,0,0,0,1,0
169593.0,50.0,Enagas SA,2009,@ENAGA1,Enagas SA,5010.0,1.0,1.0,288804.0,288804.0,203485.0,85319.0,228.633891049012,3910320.0,0.649815062394108,0.649815062394108,1.0,0.923913043478261,0.990196078431373,0.0,0.993975903614458,0.894736842105263,0.84375,0.492424242424242,0.16304347826087,0.0326086956521739,0.1875,1263.17230868492,8275.42384505219,1046.0,854.777263614318,666.462136501034,606.317210251302,9533.09966802314,5122.948038323,5929.14318335262,512.710870190331,426.705687372262,976.564725922801,6611.9799605,3.61879,5.83951,67.66909,62.54418,52.76098,6.69873,7.7814,843458.89101,5470786.80688,18.53865,98.83503,1248.45678897452,ESP,Europe & Central Asia,32116.0044695561,0,0,0,1,0,0,0,0,0,0,1,0
11753.0,54.0,L'Oreal SA,2009,@LOREA1,L'Oreal SA,5420.0,1.0,1.0,191500.0,191500.0,78200.0,107400.0,7.65498338083628,2841768.0,0.832486762534848,0.616243381267424,0.4,0.982142857142857,0.981481481481482,0.404761904761905,0.986486486486487,0.970588235294118,0.581081081081081,0.928571428571429,0.589887640449438,0.971910112359551,0.981707317073171,25016.3835076908,33347.5897387555,64643.0,17727.6339706469,3816.47103911842,3537.85261767018,9168.35006981496,4483.23670647941,13060.9901737897,171.523570860739,2565.98116608195,5010.54998818234,47505.28148,1.67123,27.8587,70.8641,15.78643,15.25589,8.21664,24.36272,270293.76731,351479.66524,2.78744,3.5942,899.138585146448,FRA,Europe & Central Asia,34703.5984181257,0,0,1,0,0,0,0,0,0,0,1,0
12602.0,53.0,Compass Group PLC,2009,@COMPA9,Compass Group plc,5330.0,1.0,1.0,87421.0,87421.0,79542.0,7879.0,4.06260512055489,1113947.0,0.658053255940196,0.658053255940196,1.0,0.801724137931034,0.820754716981132,0.4,0.885542168674699,0.347826086956522,0.713414634146341,0.91304347826087,0.215408805031447,0.844339622641509,0.588582677165354,21518.4585766631,12230.1801535467,386168.0,4190.36927653258,1392.52149372931,1226.05915424903,2405.70092537374,2560.95906892747,7676.47480911011,296.110892344739,872.326682853422,1763.8605587238,8078.48734699659,2.89472,8.58416,19.47337,6.0845,6.47129,9.39398,78.80095,34813.8634,19009.86099,2.49062,1.23475,265.699503401225,GBR,Europe & Central Asia,35043.5945011121,0,1,0,0,0,0,0,0,0,0,1,0
12982.0,53.0,ITV PLC,2009,@ITVOR1,ITV plc,5330.0,1.0,0.0,40252.0,40252.0,14656.0,25596.0,13.2590859193187,433729.0,0.677336759970057,0.677336759970057,1.0,0.763157894736842,0.778846153846154,0.0,0.775862068965517,0.840909090909091,0.902298850574713,0.641509433962264,0.589622641509434,0.624213836477987,0.521653543307087,3035.80505058436,4935.80863732582,4026.0,402.296677804953,231.037851108868,51.700777870516,565.477257958769,2326.53500417322,4296.01151117819,628.48758098846,147.02408706928,387.75583402887,2888.112118265,8.71014,1.30769,13.25173,6.49282,7.61043,6.23402,81.58595,466716.34377,746398.41033,0.43064,0.74508,22.6190903183507,GBR,Europe & Central Asia,35043.5945011121,0,1,0,0,0,0,0,0,0,0,1,0
16873.0,50.0,SBM Offshore N.V.,2009,@IHCCA1,SBM Offshore N.V.,5010.0,1.0,1.0,2007113.0,2007113.0,2003000.0,4113.0,673.093217658692,37721.0,0.540794508335179,0.540794508335179,1.0,0.402173913043478,0.598039215686274,0.230769230769231,0.909638554216867,0.973684210526316,0.85625,0.492424242424242,0.0921052631578947,0.223684210526316,0.333333333333333,2981.9242674612,4655.50441187831,3460.0,411.441692580852,288.392261191512,239.837432049892,3966.55590462877,1585.05756233679,2826.75465892666,58.9253249369443,226.849582375898,575.558924302668,3236.1853085,2.57703,3.04306,13.79786,16.98425,9.67135,6.59225,76.57189,601940.43695,937134.39653,14.65397,21.88496,652.592998619736,NLD,Europe & Central Asia,44589.7191507572,0,0,0,1,0,0,0,0,0,0,1,0
14478.0,52.0,Schindler Holding AG,2009,@SCHIN3,Schindler Holding AG,5210.0,1.0,1.0,147000.0,147000.0,112000.0,35000.0,11.8706001637426,2786400.0,0.366523360967142,0.366523360967142,1.0,0.523255813953488,0.670634920634921,0.216312056737589,0.853125,0.0,0.560897435897436,0.591911764705882,0.128378378378378,0.344594594594595,0.420454545454545,12383.5356234972,6836.29101086632,43437.0,2208.27648896204,871.916777233374,872.882355059767,1414.57151566654,404.577109258896,4266.88841483309,11.5869339167225,603.486141495967,1001.30420597011,7829.86007285,2.87728,21.08889,17.83236,6.2924,7.04094,9.66849,81.12281,295255.19718,159771.62327,1.54631,0.80312,99.4545161185355,CHE,Europe & Central Asia,51796.5382482068,0,0,0,0,0,0,1,0,0,0,1,0
